Unnamed: 0,latitude,longitude,ID,Филиал,Вид,Тип,Наименование пункта пропуска_y,Установлен / закрыт,Функционирует/не функционирует,84 приоритетные,Причины не функционирования,Распорядок работы,Классификация по виду международного сообщения,Дополнительная классификация по виду международного сообщения,Классификация по характеру международного сообщения,Классификация по режиму работы,Классификация по статусу,Классификация по пропуску,"Специализация: для ввоза на территорию РФ  животных, продукции животного происхождения, кормов, кормовых добавок, лекарственных средств для животных и подкарантинной продукции (подкарантинного материала, подкарантинного груза) (ПП РФ от 07.07.2011 № 557)","Специализация: для ввоза на территорию Российской  Федерации товаров, химических, биологических и радиоактивных веществ, отходов и иных грузов, представляющих опасность для человека (ПП РФ от 03.06.2011 № 442)","Специализация: для ввоза на территорию Российской Федерации пищевых продуктов, материалов и изделий (ПП РФ от 03.06.2011 № 442)",Сопредельное государство,Сопредельный пункт пропуска,Федеральный округ,Субъект РФ,Адрес,Принадлежность дороги,"Номер, название дороги",Группы АВС ,Рейтинг Приоритизации 2019 ,Направление МТК,Принадлежность к МТК,ГТС в сутки (по паспорту),ПТС в сутки (по паспорту),ЛТС в сутки (по паспорту),Всего ТС в сутки (по паспорту),Лиц в сутки (по паспорту),Грузы в сутки (по паспорту),ГТС в год (по паспорту),ПТС в год (по паспорту),ЛТС в год (по паспорту),Всего ТС в год (по паспорту),Лица в год (по паспорту),Грузы в год (по паспорту),ГТС 2017 (факт),ПТС 2017 (факт),ЛТС 2017 (факт),Всего ТС (ж.д. составы) за 2017 год (факт),ГТС 2018 (факт),ПТС 2018 (факт),ЛТС 2018 (факт),Всего ТС (ж.д. составы) за 2018 год (факт),ГТС 2019 (факт),ПТС 2019 (факт),ЛТС 2019 (факт),Всего ТС (ж.д. составы) за 2019 год (факт),ГТС 2020 (факт),ПТС 2020 (факт),ЛТС 2020 (факт),Всего ТС (ж.д. составы) за 2020 год (факт),ГТС 2021 (факт),ПТС 2021 (факт),ЛТС 2021 (факт),Всего ТС (ж.д. составы) за 2021 год (факт),ГТС 2022 (факт),ПТС 2022 (факт),ЛТС 2022 (факт),Всего ТС (ж.д. составы) за 2022 год (факт),Лица 2017 (факт),Лица 2018 (факт),Лица 2019 (факт),Лица 2020 (факт),Лица 2021 (факт),Лица 2022 (факт),"Грузы 2017, тонн (факт)","Грузы 2018, тонн (факт)","Грузы 2019, тонн (факт)","Грузы 2020, тонн (факт)","Грузы 2021, тонн (факт)","Грузы 2022, тонн (факт)",Пограничный контроль,Таможенный контроль,Санитарно-карантинный контроль,Ветеринарный контроль,Карантинный фитосанитарный контроль,Транспортный контроль,Сосед
61,43.201899,44.60439,ВППВладикавказ (Беслан)СКФО,Северо-Кавказский,ВПП,ВПП,Владикавказ (Беслан),установлен,да,да,функционирует,"ежедневно с 09.00 до 21.00, при необходимости круглосуточно",воздушный,не определен,грузо-пассажирский,работающий на нерегулярной основе,многосторонний,не определен,нет,нет,да,не применимо,не применимо,СКФО,Республика Северная Осетия - Алания,"Республика Северная Осетия – Алания, Правобережный район, г.Беслан, Аэропорт",0,0,Группа В,175,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,6,1000,0.0,0,0,0,0,0,0.0,0,132,0,132,0,178,0,178,0,143,0,143,0,20,0,20,0,202,0,202,0,358,0,358,7266,18223,21727,361,15938,30397,214515.0,1254.743,5.9,2.584,5.786,1.92,да,да,да,да,да,да,нет
62,48.791462,44.353793,ВППВолгоград (Гумрак)ЮФО,Волгоградский,ВПП,ВПП,Волгоград (Гумрак),установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,ЮФО,Волгоградская область,"г. Волгоград, шоссе Авиаторов, 161",0,0,Группа В,125,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,48,7200,0.0,0,0,0,17520,2628000,0.0,0,787,0,787,0,705,0,705,0,623,0,623,0,54,0,54,0,643,0,643,0,390,0,390,104336,118191,111848,7411,92328,36396,0.7,33.72,8.0,28.0,0.0,0.0,да,да,да,да,да,нет,нет
63,48.905176,39.918452,МАППВолошиноЮФО,Ростовский,АПП,МАПП,Волошино,установлен,да,нет,В связи с односторонним принятием сопредельной стороной решения (постановление Кабинета министров Украины от 18.02.2015 № 106)  пропуск через государственную границу Российской Федерации временно не осуществляется с 2017 г.,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,да,да,не применимо (ЛНР),Красная Таловка,ЮФО,Ростовская область,"Ростовская область, Миллеровский район, 500м юго-восточнее с. Волошино, на 38 км автодоро-ги Миллерово-Луганск",региональная,60 ОП РЗ 60К-201 а/д регионального значения г. Миллерово – г. Луганск (до границы Украины),Группа С,179,Сухопутный,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3178,0,0,3178,0,0,0,0,0,5504,0.0,0.0,0.0,0.0,0.0,0.0,да,да,да,да,да,да,нет
64,51.81262,39.225338,ВППВоронеж (Чертовицкое)ЦФО,Белгородский,ВПП,ВПП,Воронеж (Чертовицкое),установлен,да,нет,функционирует,круглосуточно,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,ЦФО,Воронежская область,"Воронежская область, Рамонский район, 18 км севернее г. Воронежа",0,0,Группа В,121,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,3840,0.0,0,0,0,0,1401600,0.0,10,1200,0,1210,38,1889,0,1927,1,2136,0,2137,7,319,0,326,10,1015,0,1025,1,146,0,147,154132,257665,316379,30579,152459,17110,147.32,26383.9178,47.105,28.444,11.813,23.72,да,да,да,да,да,нет,нет
65,54.646153,65.803555,МАППВоскресенскоеУФО,Уральский,АПП,МАПП,Воскресенское,установлен,да,нет,функционирует,круглосуточно,автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,Республика Казахстан,Акбалшык,УФО,Курганская область,"Курганская область, Половинский район, с. Воскресенское, 24 км дороги регионального значения 3 категории Половинное – Воскресенское",региональная,37 ОП РЗ 37 А - 0004 Курган - Половинное - Воскресенское - граница Казахстана,Группа В,60,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,3551,312,54794,58657,3441,377,55135,58953,3520,602,58184,62306,774,116,8901,9791,0,0,0,0,768,61,16304,17133,197026,204966,226226,35805,0,54345,0.0,0.0,0.0,0.0,0.0,0.0,да,нет,нет,нет,нет,нет,Республика Казахстан
66,42.727218,133.080673,МППВосточныйДФО,Владивостокский,МПП,МПП,Восточный,установлен,да,да,функционирует,круглосуточно,морской,не определен,грузовой,постоянный,многосторонний,не определен,да,да,да,не применимо,не применимо,ДФО,Приморский край,"Приморский край, Находкинский городской округ, мкр. Врангель, расположен на 8 отдельных участках морского порта Восточный:
1. АО «Восточный порт» ППК - 1, ул. Внутрипортовая, 47;
2. АО «Восточный порт» ППК-3, ул. Внутрипортовая, 47;
3. ООО «Восточно - Уральский Терминал», ул. Внутрипортовая, 1; 4. ООО «Восточная Стивидорная Компания», ул. Внутрипортовая, 14 а;
5. ООО «Стивидорная компания «Малый порт», ул. Базовая, 10;
6. ООО «Восточный лесной порт», ул. Базовая, 12;
7. ООО «Восточный Нефтехимический Терминал», ул. Базовая, 8;
8. ООО «Транснефть - Порт Козьмино», ул. Нижне-Набережная, 78",0,0,Группа А,65,Порты ДВ,Восток,0,0,0,0,0,0.0,950-1000,0,0,950-1000,0,28400000.0,3371,0,0,3371,3309,0,0,3309,3178,0,0,3178,3243,0,0,3243,3101,0,0,3101,3199,0,0,3199,70560,69064,66839,66317,62530,65652,30517333.488,51626687.692,74186878.559,76753251.866,67951591.031,80780515.105,да,да,да,да,да,нет,нет
67,60.715429,28.750744,ЖДППВыборгСЗФО,Санкт-Петербургский,ЖДПП,ЖДПП,Выборг,установлен,да,нет,функционирует,круглосуточно,железнодорожный,не определен,пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,Финляндская Республика,Вайниккала,СЗФО,Ленинградская область,"Ленинградская область, г. Выборг, ул. Железнодорожная, д.8А,1А",0,0,Группа С,118,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,10,0,10,0,0.0,0,3650,0,3650,0,0.0,0,679,0,679,62,611,0,673,0,682,0,682,0,149,0,149,0,0,0,0,0,0,0,0,100032,98002,104525,24224,178,1015,124.845,73.969,88.128,19.313,0.0,0.0,да,да,да,да,да,нет,Финляндская Республика
68,60.711728,28.729694,МППВыборгСЗФО,Санкт-Петербургский,МПП,МПП,Выборг,установлен,да,нет,функционирует,круглосуточно,морской,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,да,не применимо,не применимо,СЗФО,Ленинградская область,"Ленинградская область, г. Выборг, ул. Южный Вал, д.1",0,0,Группа В,76,Морской,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,630,257,0,887,734,167,0,901,466,142,0,608,309,0,0,309,446,0,0,446,465,0,0,465,24909,25012,25842,2642,3902,4283,1640200.0,1933475.0,1186230.0,665385.0,1029463.0,1272654.0,да,да,да,да,да,нет,нет
69,60.620042,28.563961,МППВысоцкСЗФО,Санкт-Петербургский,МПП,МПП,Высоцк,установлен,да,да,функционирует,круглосуточно,морской,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,да,нет,не применимо,не применимо,СЗФО,Ленинградская область,"Ленинградская область,Выборгский р-н, г. Высоцк, ул. Кировская, д.3;
Ленинградская область,Выборгский р-н, г. Высоцк, ул. Пихтовая, д.1
Ленинградская область,Выборгский р-н, Высоцкое городское поселение, Высоцкий массив,
Кислицинский проезд, участок 3",0,0,Группа А,18,Морской,Западный,4,0,0,4,0,74000.0,1460,0,0,1460,0,27010000.0,1137,0,0,1137,1143,0,0,1143,1165,0,0,1165,1103,0,0,1103,1028,0,0,1028,911,0,0,911,20349,21888,22930,21873,20930,19360,16816151.57,17534388.112,18048719.174,30167197.791,15855130.057,15201082.893,да,да,да,да,нет,нет,нет
70,62.168784,30.635873,МАППВяртсиляСЗФО,Санкт-Петербургский,АПП,МАПП,Вяртсиля,установлен,да,да,функционирует,"С 01.03.2023 ежедневно с 09.00 до 21.00, устанавливается по
согласованию Пограничного
комиссара Российской Федерации по Суоярвскому району и Пограничного комиссара Финляндской Республики по району Северная Карелия в соответствии с Соглашением между Правительством Российской Федерации и Правительством Финляндской Республики о пунктах пропуска через российско-финляндскую государственную границу от 11.03.1994 года ",автомобильный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,да,да,Финляндская Республика,Ниирала,СЗФО,Республика Карелия,"Республики Карелия, г. Сортавала, станция Вяртсиля, (пограничный знак № 111/67), 53 км автодороги федерального значения А-121 Санкт-Петербург – Приозерск – Сортавала – Петрозаводск (подъезд к МАПП Вяртсиля)",федеральная,"А-121, ФКУ Упрдор ""Кола""",Группа А,6,Сухопутный,Западный,120,50,700,870,4100,0.0,43800,18250,255500,317550,1496500,0.0,81210,2763,705582,789555,86500,2599,653167,742266,94991,3033,608064,706088,101772,558,127893,230223,96501,3,44745,141249,33589,6,129227,162822,1237108,1163848,1134633,324472,183821,258329,929429.529,1049751.282,1184328.961,1261683.982,1199478.756,385470.991,да,да,да,да,да,да,Финляндская Республика
71,62.168005,30.641338,ЖДППВяртсиляСЗФО,Санкт-Петербургский,ЖДПП,ЖДПП,Вяртсиля,установлен,да,нет,функционирует,"круглосуточно, устанавливается по
согласованию Пограничного
комиссара Российской Федерации по Суоярвскому району и Пограничного
комиссара Финляндской Республики по району Северная Карелия в соответствии с Соглашением между Правительством Российской Федерации и Правительством Финляндской Республики о пунктах пропуска через российско-финляндскую государственную границу от 11.03.1994 года",железнодорожный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,Финляндская Республика,Ниирала,СЗФО,Республика Карелия,"Республика Карелия, г. Сортавала, станция Вяртсиля, (пограничный знак № 111/67), 53 км автомобильной дороги федерального значения А-121 Санкт-Петербург - Приозерск - Сортавала – Петрозаводск (подъезд к МАПП Вяртсиля)",0,0,Группа С,74,Сухопутный,Западный,12,0,0,12,0,0.0,4380,0,0,4380,0,0.0,983,0,0,983,956,0,0,956,1078,0,0,1078,662,226,0,888,1556,0,0,1556,426,0,0,426,2916,2854,2660,2626,183821,1248,723810.451,743636.416,607897.924,662049.172,797653.628,268761.312,да,да,нет,да,да,нет,Финляндская Республика
72,41.490063,48.064536,ДАПП ПУПГарахСКФО,Северо-Кавказский,АПП,ДАПП ПУП,Гарах,установлен,да,нет,функционирует,с 09.00 до 17.00,автомобильный,не определен,не определен,постоянный,двусторонний,упрощенный,нет,нет,нет,Азербайджанская Республика,Зухул,СКФО,Республика Дагестан,"Республика Дагестан, Магарамкентский район, с. Гарах",региональная,Магарамкент-Ахты-Рутул,Группа С,230,Западный,Север-Юг,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,31674,32713,27337,3993,0,12,0.0,0.0,0.0,0.0,0.0,0.0,да,да,да,да,да,да,Азербайджанская Республика
73,49.6034,39.9757,ЖДППГартмашевкаЦФО,Белгородский,ЖДПП,ЖДПП,Гартмашевка,установлен,нет,нет,"Пункт пропуска не обустроен, так как решение о целесообразности функционирования не принято, в том числе сопредельным государством. Инфраструктура пункта пропуск на сопредельной территории отсутствует",не определен,железнодорожный,не определен,не определен,не определен,двусторонний,не определен,нет,нет,нет,не применимо (ЛНР),Зариновка,ЦФО,Воронежская область,не определен,0,0,не определена,362,Сухопутный,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,нет,нет,нет,нет,нет,нет,нет
74,44.593701,38.025046,ВППГеленджикЮФО,Сочинский,ВПП,ВПП,Геленджик,установлен,нет,да,Пункт пропуска не обустраивался и не открывался установленным порядком. Пропуск осуществляется по особому решению Правительства РФ,не определен,воздушный,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,нет,нет,нет,не применимо,не применимо,ЮФО,Краснодарский край,не определен,0,0,Группа С,297,Не является признаком отнесения к МТК,Не является признаком отнесения к МТК,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,6,0,6,0,7,0,7,0,9,0,9,0,1,0,1,0,0,0,0,0,0,0,0,67,176,90,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,нет,нет,нет,нет,нет,нет,нет
75,44.578298,38.022025,МППГеленджикЮФО,Сочинский,МПП,МПП,Геленджик,установлен,нет,нет,Временно закрыт на период реконструкции распоряжением Правительства Российской Федерации от 28.12.2018 № 2978-р. Мероприятие по реконструкции планируется к реализации за счет внебюджетных источников,круглосуточно,морской,не определен,грузо-пассажирский,постоянный,многосторонний,не определен,да,нет,да,не применимо,не применимо,ЮФО,Краснодарский край,"Краснодарский край, г. Геленджик, ул. Портовая, 1",0,0,не определена,153,Морской,АЧБ,2,0,0,2,0,684.931506849315,730,0,0,730,0,250000.0,209,0,0,209,261,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4530,5708,0,0,0,0,201562.25,214302.025,0.0,0.0,0.0,0.0,да,да,да,да,да,нет,нет
76,51.286303,34.731497,ЖДППГлушковоЦФО,Брянский,ЖДПП,ЖДПП,Глушково,установлен,да,нет,В связи с односторонним принятием сопредельной стороной решения (постановление Кабинета министров Украины от 18.02.2015 № 106)  пропуск через государственную границу Российской Федерации временно не осуществляется с 2016 г. Пункт пропуска не обустраивался,круглосуточно,железнодорожный,не определен,грузо-пассажирский,постоянный,двусторонний,не определен,нет,нет,нет,Украина,Волфино,ЦФО,Курская область,"Курская область, Глушковский район, ст. Глушково",0,0,Группа С,304,Сухопутный,Западный,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,да,да,да,да,да,да,Украина
