,latitude,longitude,Наименование пункта пропуска,Федеральный округ,Вид,Количество,Год,Категория,Филиал,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство,Количество по паспорту
775,46.115953,33.702811,Армянск,ЮФО,ЖДПП,0.0,2019,Число людей,Крымский,установлен,да,не применимо (Херсонская обл.),0
776,64.528454,40.54068,Архангельск,СЗФО,МПП,10965.0,2019,Число людей,Мурманский,установлен,да,не применимо,0
777,64.595784,40.710779,Архангельск (Талаги),СЗФО,ВПП,84634.0,2019,Число людей,Мурманский,установлен,да,не применимо,1051200
778,50.3099,90.0221,Аспайты,СФО,АПП,0.0,2019,Число людей,Новосибирский,установлен,нет,Монголия,0
779,46.360711,48.037058,Астрахань,ЮФО,МПП,52247.0,2019,Число людей,Волгоградский,установлен,да,не применимо,0
780,46.287118,47.999856,Астрахань (Нариманово),ЮФО,ВПП,111212.0,2019,Число людей,Волгоградский,установлен,да,не применимо,0
781,54.372517,20.659173,Багратионовск,СЗФО,АПП,854940.0,2019,Число людей,Калининградский,установлен,да,Республика Польша,0
782,54.3927,20.6475,Багратионовск,СЗФО,ЖДПП,0.0,2019,Число людей,Калининградский,установлен,нет,Республика Польша,0
783,53.36153,83.548411,Барнаул,СФО,ВПП,67032.0,2019,Число людей,Новосибирский,установлен,да,не применимо,876000
784,50.368527,35.756453,Безымено,ЦФО,АПП,0.0,2019,Число людей,Белгородский,установлен,нет,Украина,0
785,52.3835,33.4804,Белая Березка,ЦФО,АПП,0.0,2019,Число людей,Брянский,установлен,нет,Украина,0
786,50.645132,36.570298,Белгород,ЦФО,ВПП,166241.0,2019,Число людей,Белгородский,установлен,да,не применимо,1095000
787,50.593234,36.605675,Белгород,ЦФО,ЖДПП,340899.0,2019,Число людей,Белгородский,установлен,да,Украина,0
788,63.064571,179.366523,Беринговский,ДФО,МПП,516.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
789,50.420907,127.407967,Благовещенск,ДФО,ВПП,78715.0,2019,Число людей,Хабаровский,установлен,да,не применимо,700800
790,50.249853,127.554133,Благовещенск,ДФО,СПП,1031804.0,2019,Число людей,Хабаровский,установлен,да,Китайская Народная Республика,2363400
791,50.252764,127.547584,Благовещенск-1,ДФО,ППП,0.0,2019,Число людей,Хабаровский,установлен,нет,Китайская Народная Республика,0
792,59.948243,30.194517,Большой порт Санкт-Петербург,СЗФО,МПП,150510.0,2019,Число людей,Санкт-Петербургский,установлен,да,не применимо,0
793,48.347254,134.768252,Большой Уссурийский,ДФО,АПП,0.0,2019,Число людей,Хабаровский,установлен,нет,Китайская Народная Республика,0
794,69.655681,30.203183,Борисоглебск,СЗФО,АПП,267895.0,2019,Число людей,Мурманский,установлен,да,Королевство Норвегия,109500
795,56.365225,101.702708,Братск,СФО,ВПП,172.0,2019,Число людей,Читинский,установлен,да,не применимо,0
796,57.538718,27.471549,Брунишево,СЗФО,АПП,52430.0,2019,Число людей,Псковский,установлен,да,Латвийская Республика,0
797,60.931202,28.560617,Брусничное,СЗФО,АПП,3062042.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,2190000
798,60.810182,28.737329,Брусничное (Сайменский канал),СЗФО,МПП,9359.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,0
799,53.21364,34.182827,Брянск,ЦФО,ВПП,5091.0,2019,Число людей,Брянский,установлен,да,не применимо,0
800,53.213067,34.409548,Брянск-Льговский,ЦФО,ЖДПП,9829.0,2019,Число людей,Брянский,установлен,да,Украина,0
801,53.262436,34.405696,Брянск-Орловский,ЦФО,ЖДПП,585600.0,2019,Число людей,Брянский,установлен,да,Украина,0
802,49.609088,39.713156,Бугаевка,ЦФО,АПП,262841.0,2019,Число людей,Белгородский,установлен,да,не применимо (ЛНР),730000
803,54.006458,61.625926,Бугристое,УФО,АПП,2107881.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,2555000
804,56.356309,28.197336,Бурачки,СЗФО,АПП,573848.0,2019,Число людей,Псковский,установлен,да,Латвийская Республика,1460000
805,53.796262,61.157583,Бускульский,УФО,ЖДПП,0.0,2019,Число людей,Уральский,установлен,нет,Республика Казахстан,0
806,60.840635,28.378262,Бусловская,СЗФО,ЖДПП,11694.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,0
807,50.078024,38.176687,Валуйки,ЦФО,АПП,0.0,2019,Число людей,Белгородский,установлен,да,не применимо (ЛНР),0
808,50.200012,38.120155,Валуйки,ЦФО,ЖДПП,53781.0,2019,Число людей,Белгородский,установлен,да,не применимо (ЛНР),0
809,49.088733,140.266393,Ванино,ДФО,МПП,27942.0,2019,Число людей,Хабаровский,установлен,да,не применимо,0
810,68.800279,57.984684,Варандей,СЗФО,МПП,0.0,2019,Число людей,Мурманский,установлен,да,не применимо,0
811,50.3108,36.5807,Вергелевка,ЦФО,АПП,0.0,2019,Число людей,Белгородский,установлен,нет,Украина,0
812,50.197641,37.638937,Вериговка,ЦФО,АПП,71748.0,2019,Число людей,Белгородский,установлен,да,Украина,0
813,46.724082,48.22708,Верхний Баскунчак,ЮФО,ЖДПП,512.0,2019,Число людей,Волгоградский,установлен,да,Республика Казахстан,0
814,42.768431,44.631185,Верхний Ларс,СКФО,АПП,3098034.0,2019,Число людей,Северо-Кавказский,установлен,да,Республика Грузия,1436640
815,49.5112,112.602049,Верхний Ульхун,ДФО,АПП,4409.0,2019,Число людей,Читинский,установлен,да,Монголия,0
816,47.1616,38.242846,Весело-Вознесенка,ЮФО,АПП,758392.0,2019,Число людей,Ростовский,установлен,да,не применимо (ДНР),2452800
817,51.211204,81.11318,Веселоярск,СФО,АПП,455674.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,700800
818,49.429484,46.795764,Вишневка,ЮФО,АПП,109101.0,2019,Число людей,Волгоградский,установлен,да,Республика Казахстан,0
819,43.105749,131.877652,Владивосток,ДФО,МПП,225800.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
820,43.396247,132.165299,Владивосток (Кневичи),ДФО,ВПП,1513581.0,2019,Число людей,Владивостокский,установлен,да,не применимо,3854400
821,43.201899,44.60439,Владикавказ (Беслан),СКФО,ВПП,21727.0,2019,Число людей,Северо-Кавказский,установлен,да,не применимо,0
822,48.791462,44.353793,Волгоград (Гумрак),ЮФО,ВПП,111848.0,2019,Число людей,Волгоградский,установлен,да,не применимо,2628000
823,48.905176,39.918452,Волошино,ЮФО,АПП,0.0,2019,Число людей,Ростовский,установлен,да,не применимо (ЛНР),0
824,51.81262,39.225338,Воронеж (Чертовицкое),ЦФО,ВПП,316379.0,2019,Число людей,Белгородский,установлен,да,не применимо,1401600
825,54.646153,65.803555,Воскресенское,УФО,АПП,226226.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
826,42.727218,133.080673,Восточный,ДФО,МПП,66839.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
827,60.715429,28.750744,Выборг,СЗФО,ЖДПП,104525.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,0
828,60.711728,28.729694,Выборг,СЗФО,МПП,25842.0,2019,Число людей,Санкт-Петербургский,установлен,да,не применимо,0
829,60.620042,28.563961,Высоцк,СЗФО,МПП,22930.0,2019,Число людей,Санкт-Петербургский,установлен,да,не применимо,0
830,62.168784,30.635873,Вяртсиля,СЗФО,АПП,1134633.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,1496500
831,62.168005,30.641338,Вяртсиля,СЗФО,ЖДПП,2660.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,0
832,41.490063,48.064536,Гарах,СКФО,АПП,27337.0,2019,Число людей,Северо-Кавказский,установлен,да,Азербайджанская Республика,0
833,49.6034,39.9757,Гартмашевка,ЦФО,ЖДПП,0.0,2019,Число людей,Белгородский,установлен,нет,не применимо (ЛНР),0
834,44.593701,38.025046,Геленджик,ЮФО,ВПП,90.0,2019,Число людей,Сочинский,установлен,нет,не применимо,0
835,44.578298,38.022025,Геленджик,ЮФО,МПП,0.0,2019,Число людей,Сочинский,установлен,нет,не применимо,0
836,51.286303,34.731497,Глушково,ЦФО,ЖДПП,0.0,2019,Число людей,Брянский,установлен,да,Украина,0
837,50.4348,35.8312,Головчино,ЦФО,АПП,0.0,2019,Число людей,Белгородский,установлен,нет,Украина,0
838,50.511166,35.825004,Головчино,ЦФО,ЖДПП,0.0,2019,Число людей,Белгородский,установлен,да,Украина,0
839,50.972275,81.420538,Горняк,СФО,АПП,217102.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,350400
840,50.43093,35.591033,Грайворон,ЦФО,АПП,148024.0,2019,Число людей,Белгородский,установлен,да,Украина,1076750
841,43.384606,45.699198,Грозный (Северный),СКФО,ВПП,151845.0,2019,Число людей,Северо-Кавказский,установлен,да,не применимо,1226400
842,48.061967,39.843771,Гуково,ЮФО,АПП,1282059.0,2019,Число людей,Ростовский,установлен,да,не применимо (ЛНР),0
843,48.048718,39.939344,Гуково,ЮФО,ЖДПП,4636.0,2019,Число людей,Ростовский,установлен,да,не применимо (ЛНР),0
844,54.343023,22.298854,Гусев,СЗФО,АПП,535930.0,2019,Число людей,Калининградский,установлен,да,Республика Польша,0
845,51.468998,140.774103,Де-Кастри,ДФО,МПП,7152.0,2019,Число людей,Хабаровский,установлен,да,не применимо,0
846,42.056396,48.306587,Дербент,СКФО,ЖДПП,121884.0,2019,Число людей,Северо-Кавказский,установлен,да,Азербайджанская Республика,0
847,53.482007,123.888834,Джалинда,ДФО,СПП,0.0,2019,Число людей,Хабаровский,установлен,нет,Китайская Народная Республика,0
848,45.976242,34.571801,Джанкой,ЮФО,АПП,1299895.0,2019,Число людей,Крымский,установлен,да,не применимо (Херсонская обл.),1825000
849,45.709549,34.387751,Джанкой,ЮФО,ЖДПП,0.0,2019,Число людей,Крымский,установлен,да,не применимо (Херсонская обл.),0
850,73.505283051196,80.5035751779097,Диксон,СФО,МПП,0.0,2019,Число людей,Мурманский,установлен,нет,не применимо,0
851,50.7621,35.5521,Долбино,ЦФО,ЖДПП,0.0,2019,Число людей,Белгородский,установлен,нет,Украина,0
852,48.293035,39.913518,Донецк (Изварино),ЮФО,АПП,2679815.0,2019,Число людей,Ростовский,установлен,да,не применимо (ЛНР),0
853,48.34025,39.920856,Донецк (Северный),ЮФО,АПП,0.0,2019,Число людей,Ростовский,установлен,нет,не применимо (ЛНР),0
854,55.066608,21.952485,Дубки,СЗФО,АПП,0.0,2019,Число людей,Калининградский,установлен,да,Литовская Республика,5657500
855,69.397694,86.184119,Дудинка,СФО,МПП,133.0,2019,Число людей,Мурманский,установлен,да,не применимо,0
856,45.190034,33.373883,Евпатория,ЮФО,МПП,0.0,2019,Число людей,Крымский,установлен,да,не применимо,0
857,46.724846,38.277461,Ейск,ЮФО,МПП,21848.0,2019,Число людей,Ростовский,установлен,да,не применимо,0
858,56.750046,60.80097,Екатеринбург (Кольцово),УФО,ВПП,2111015.0,2019,Число людей,Уральский,установлен,да,не применимо,11388000
859,54.356622,21.323472,Железнодорожный,СЗФО,АПП,0.0,2019,Число людей,Калининградский,установлен,нет,Республика Польша,0
860,54.35581,21.32322,Железнодорожный,СЗФО,ЖДПП,4280.0,2019,Число людей,Калининградский,установлен,да,Республика Польша,0
861,50.4742,105.1031,Желтура,ДФО,АПП,0.0,2019,Число людей,Читинский,установлен,нет,Монголия,0
862,55.564948,38.139819,Жуковский,ЦФО,ВПП,1120733.0,2019,Число людей,Центральный аппарат,установлен,да,не применимо,1000100
863,49.632878,117.373814,Забайкальск,ДФО,АПП,1839366.0,2019,Число людей,Читинский,установлен,да,Китайская Народная Республика,1825000
864,49.638766,117.331686,Забайкальск,ДФО,ЖДПП,36912.0,2019,Число людей,Читинский,установлен,да,Китайская Народная Республика,0
865,42.642333,131.081648,Зарубино,ДФО,МПП,17946.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
866,54.789484,65.945636,Зауралье,УФО,ЖДПП,11163.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
867,54.386677,64.805326,Звериноголовское,УФО,АПП,196749.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
868,52.192193,34.058658,Зерново,ЦФО,АПП,0.0,2019,Число людей,Брянский,установлен,нет,Украина,0
869,59.376896,28.211033,Ивангород,СЗФО,АПП,3621503.0,2019,Число людей,Санкт-Петербургский,установлен,да,Эстонская Республика,2555000
870,59.36793,28.233993,Ивангород,СЗФО,ЖДПП,123594.0,2019,Число людей,Санкт-Петербургский,установлен,да,Эстонская Республика,438000
871,59.360621,28.200402,Ивангород,СЗФО,ППП,480972.0,2019,Число людей,Санкт-Петербургский,установлен,да,Эстонская Республика,1095000
872,56.9422250121968,40.9305054999998,Иваново (Южный),ЦФО,ВПП,0.0,2019,Число людей,Центральный аппарат,установлен,нет,не применимо,0
873,55.0,55.0,Ижевск,ПФО,ВПП,0.0,2019,Число людей,Волгоградский,установлен,нет,не применимо,0
874,51.492998,53.382564,Илек,ПФО,АПП,584098.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
875,50.751077,35.539322,Илек-Пеньковка,ЦФО,ЖДПП,0.0,2019,Число людей,Белгородский,установлен,да,Украина,0
876,51.1568999998271,54.9952999986708,"Илецк-1 (Жайсан, Шынгырлау)",ПФО,ЖДПП,394313.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
877,63.304965,31.004307,Инари,СЗФО,АПП,5689.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,0
878,52.272805,104.35571,Иркутск,СФО,ВПП,757058.0,2019,Число людей,Читинский,установлен,да,не применимо,0
879,53.9109000004827,74.9037999995053,Иртышское (Валиханово),СФО,ЖДПП,15157.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,0
880,54.9219999983907,71.0168999992311,Исилькуль,СФО,АПП,905569.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,0
881,54.909388,71.263429,Исилькуль,СФО,ЖДПП,350070.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,0
882,45.341123,36.675162,Кавказ,ЮФО,МПП,34943.0,2019,Число людей,Сочинский,установлен,да,утратило значение (Украина),876000
883,55.393328,69.338667,Казанское,УФО,АПП,542633.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
884,55.607409,49.301007,Казань,ПФО,ВПП,1353369.0,2019,Число людей,Волгоградский,установлен,да,не применимо,5080800
885,49.743903,46.84589,Кайсацкое,ЮФО,ЖДПП,497.0,2019,Число людей,Волгоградский,установлен,да,Республика Казахстан,0
886,54.698798,20.475572,Калининград,СЗФО,МПП,54941.0,2019,Число людей,Калининградский,установлен,да,не применимо,3679200
887,54.882897,20.585738,Калининград (Храброво),СЗФО,ВПП,190765.0,2019,Число людей,Калининградский,установлен,да,не применимо,3854400
888,54.546743,36.366639,Калуга (Грабцево),ЦФО,ВПП,15361.0,2019,Число людей,Брянский,установлен,да,не применимо,1752000
889,67.137782,32.41278,Кандалакша,СЗФО,МПП,2912.0,2019,Число людей,Мурманский,установлен,да,не применимо,0
890,50.197449,127.641475,Кани-Курган,ДФО,АПП,0.0,2019,Число людей,Хабаровский,установлен,да,Китайская Народная Республика,0
891,53.752359,78.053926,Карасук,СФО,ЖДПП,21653.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,182500
892,46.545927,48.637239,Караузек,ЮФО,АПП,933656.0,2019,Число людей,Волгоградский,установлен,да,Республика Казахстан,0
893,53.052333,60.643455,"Карталы (Аксу, Бускуль)",УФО,ЖДПП,63883.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
894,54.0258076869129,61.7458551561277,Кварцитный,УФО,ЖДПП,0.0,2019,Число людей,Уральский,установлен,нет,Республика Казахстан,0
895,55.281972,86.119288,Кемерово,СФО,ВПП,171924.0,2019,Число людей,Новосибирский,установлен,да,не применимо,700800
896,45.35556,36.476485,Керчь,ЮФО,МПП,8401.0,2019,Число людей,Крымский,установлен,да,не применимо,0
897,50.0551,38.3698,Клименки,ЦФО,АПП,0.0,2019,Число людей,Белгородский,установлен,нет,не применимо (ЛНР),0
898,50.813564,35.415016,Колотиловка,ЦФО,АПП,114797.0,2019,Число людей,Белгородский,установлен,да,Украина,0
899,51.576089,60.615823,Комсомольский,ПФО,АПП,13596.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
900,49.6167,127.9833,Константиновка,ДФО,СПП,0.0,2019,Число людей,Хабаровский,установлен,нет,Китайская Народная Республика,0
901,46.620378,142.768422,Корсаков,ДФО,МПП,29685.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
902,43.8262,146.7486,Крабозаводский,ДФО,МПП,0.0,2019,Число людей,Владивостокский,установлен,нет,не применимо,0
903,42.768502,130.470716,Краскино,ДФО,АПП,473304.0,2019,Число людей,Владивостокский,установлен,да,Китайская Народная Республика,0
904,45.033847,39.139303,Краснодар (Пашковский),ЮФО,ВПП,1051921.0,2019,Число людей,Сочинский,установлен,да,не применимо,4555200
905,56.180887,92.482809,Красноярск (Емельяново),СФО,ВПП,538384.0,2019,Число людей,Новосибирский,установлен,да,не применимо,7095600
906,51.647524,34.137715,Крупец,ЦФО,АПП,141222.0,2019,Число людей,Брянский,установлен,да,Украина,598600
907,57.895767,27.817193,Крупп,СЗФО,АПП,4132.0,2019,Число людей,Псковский,установлен,да,Эстонская Республика,0
908,54.3275,21.5533,Крылово,СЗФО,АПП,0.0,2019,Число людей,Калининградский,установлен,нет,Республика Польша,0
909,55.608359,36.630973,Кубинка,ЦФО,ВПП,2961.0,2019,Число людей,Центральный аппарат,установлен,да,не применимо,0
910,47.829234,39.121442,Куйбышево (Дьяково),ЮФО,АПП,0.0,2019,Число людей,Ростовский,установлен,нет,не применимо (ДНР),0
911,47.857207,38.858523,Куйбышево (Мариновка),ЮФО,АПП,998998.0,2019,Число людей,Ростовский,установлен,да,не применимо (ДНР),693500
912,52.571772,78.935906,Кулунда,СФО,ЖДПП,71715.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,350400
913,52.532284,78.630049,Кулунда (Шарбакты),СФО,АПП,616752.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,700800
914,57.832371,27.595687,Куничина Гора,СЗФО,АПП,485991.0,2019,Число людей,Псковский,установлен,да,Эстонская Республика,730000
915,55.462743,65.411209,Курган,УФО,ВПП,0.0,2019,Число людей,Уральский,установлен,нет,не применимо,0
916,51.748961,36.28221,Курск,ЦФО,ВПП,83.0,2019,Число людей,Брянский,установлен,да,не применимо,0
917,51.6761790217312,94.4050161608327,Кызыл,СФО,ВПП,0.0,2019,Число людей,Новосибирский,установлен,нет,не применимо,0
918,50.325935,106.487149,Кяхта,ДФО,АПП,653427.0,2019,Число людей,Читинский,установлен,да,Монголия,1825000
919,65.587303,189.001955,Лаврентия,ДФО,МПП,0.0,2019,Число людей,Владивостокский,установлен,нет,не применимо,0
920,60.090118,30.19562,Левашово,СЗФО,ВПП,0.0,2019,Число людей,Санкт-Петербургский,установлен,нет,не применимо,0
921,45.45465120376154,133.3778381347585,Лесозаводск,ДФО,СПП,0.0,2019,Число людей,Владивостокский,установлен,нет,Китайская Народная Республика,0
922,52.698093,39.524867,Липецк,ЦФО,ВПП,189.0,2019,Число людей,Белгородский,установлен,да,не применимо,438000
923,49.999964,37.951784,Логачевка,ЦФО,АПП,199612.0,2019,Число людей,Белгородский,установлен,да,Украина,0
924,51.287835,81.103774,Локоть,СФО,ЖДПП,199372.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,350400
925,51.675,34.2175,Локоть,ЦФО,ЖДПП,0.0,2019,Число людей,Брянский,установлен,нет,Украина,0
926,52.295003,32.647313,Ломаковка,ЦФО,АПП,26515.0,2019,Число людей,Брянский,установлен,да,Украина,0
927,68.477378,28.477149,Лотта,СЗФО,АПП,80398.0,2019,Число людей,Мурманский,установлен,да,Финляндская Республика,182500
928,57.132236,27.774503,Лудонка,СЗФО,АПП,114518.0,2019,Число людей,Псковский,установлен,да,Латвийская Республика,0
929,64.545064,29.994016,Люття,СЗФО,АПП,379946.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,0
930,64.5496,30.665,Люття,СЗФО,ЖДПП,6378.0,2019,Число людей,Санкт-Петербургский,установлен,да,Финляндская Республика,0
931,59.564593,150.727889,Магадан,ДФО,МПП,1022.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
932,59.914596,150.731891,Магадан (Сокол),ДФО,ВПП,762.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
933,43.3198770927679,45.012048912086,Магас,СКФО,ВПП,0.0,2019,Число людей,Северо-Кавказский,установлен,нет,не применимо,0
934,53.389447,58.760733,Магнитогорск,УФО,ВПП,35157.0,2019,Число людей,Уральский,установлен,да,не применимо,876000
935,55.2213630695047,67.2304994999999,Макушино,УФО,ЖДПП,0.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
936,51.595588,79.437002,Малиновое Озеро,СФО,АПП,17433.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,87600
937,54.447689,19.898678,Мамоново,СЗФО,ЖДПП,7555.0,2019,Число людей,Калининградский,установлен,да,Республика Польша,0
938,54.424393,20.074312,Мамоново (Гжехотки),СЗФО,АПП,1192140.0,2019,Число людей,Калининградский,установлен,да,Республика Польша,0
939,54.439183,19.901304,Мамоново (Гроново),СЗФО,АПП,874479.0,2019,Число людей,Калининградский,установлен,да,Республика Польша,0
940,52.319569,61.001741,Мариинский,УФО,АПП,156314.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
941,45.550477,133.321171,Марково,ДФО,АПП,43009.0,2019,Число людей,Владивостокский,установлен,нет,Китайская Народная Республика,0
942,47.2630000002682,38.8836000002921,Марцево,ЮФО,ЖДПП,0.0,2019,Число людей,Ростовский,установлен,да,не применимо (ДНР),0
943,47.697363,38.683999,Матвеев Курган,ЮФО,АПП,1889908.0,2019,Число людей,Ростовский,установлен,да,не применимо (ДНР),0
944,42.681192,130.61768,Махалино,ДФО,ЖДПП,4759.0,2019,Число людей,Владивостокский,установлен,да,Китайская Народная Республика,0
945,42.987707,47.508277,Махачкала,СКФО,МПП,18535.0,2019,Число людей,Северо-Кавказский,установлен,да,не применимо,0
946,42.820784,47.655825,Махачкала (Уйташ),СКФО,ВПП,81641.0,2019,Число людей,Северо-Кавказский,установлен,да,не применимо,525600
947,51.853502,50.896097,Маштаково,ПФО,АПП,2414165.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
948,44.217512,43.087411,Минеральные Воды,СКФО,ВПП,460940.0,2019,Число людей,Ростовский,установлен,да,не применимо,2102400
949,50.807859,81.965854,Михайловка,СФО,АПП,533439.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,700800
950,48.759866,39.737029,Можаевка,ЮФО,АПП,0.0,2019,Число людей,Ростовский,установлен,нет,не применимо (ЛНР),0
951,51.636004,100.860313,Монды,ДФО,АПП,47119.0,2019,Число людей,Читинский,установлен,да,Монголия,0
952,55.278507,20.963083,Морское,СЗФО,АПП,282790.0,2019,Число людей,Калининградский,установлен,да,Литовская Республика,73000
953,53.547806,142.516746,Москальво,ДФО,МПП,36.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
954,55.603563,37.282957,Москва (Внуково),ЦФО,ВПП,11782135.0,2019,Число людей,Центральный аппарат,установлен,да,не применимо,24002400
955,55.413263,37.899571,Москва (Домодедово),ЦФО,ВПП,11880375.0,2019,Число людей,Центральный аппарат,установлен,да,не применимо,23476800
956,55.966194,37.416206,Москва (Шереметьево),ЦФО,ВПП,22094255.0,2019,Число людей,Центральный аппарат,установлен,да,не применимо,84779280
957,50.35,90.5,Мугур-Аксы,СФО,АПП,0.0,2019,Число людей,Новосибирский,установлен,нет,Монголия,0
958,68.785334,32.757483,Мурманск,СЗФО,ВПП,28402.0,2019,Число людей,Мурманский,установлен,да,не применимо,1401600
959,68.97922,33.068085,Мурманск,СЗФО,МПП,57298.0,2019,Число людей,Мурманский,установлен,да,не применимо,1401600
960,43.50836,43.635906,Нальчик,СКФО,ВПП,4823.0,2019,Число людей,Северо-Кавказский,установлен,да,не применимо,0
961,67.647187,53.002155,Нарьян-Мар,СЗФО,МПП,0.0,2019,Число людей,Мурманский,установлен,нет,не применимо,0
962,50.388174,106.100215,Наушки,ДФО,ЖДПП,81065.0,2019,Число людей,Читинский,установлен,да,Монголия,0
963,42.808377,132.882515,Находка,ДФО,МПП,79636.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
964,46.676748,141.85372,Невельск,ДФО,МПП,26848.0,2019,Число людей,Владивостокский,установлен,да,не применимо,0
965,50.982706,81.519878,Неверовская,СФО,ЖДПП,4720.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,87600
966,53.7267000004649,73.8075000010431,Невольное,СФО,АПП,60891.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,0
967,50.372308,36.850314,Нежеголь,ЦФО,ЖДПП,0.0,2019,Число людей,Белгородский,установлен,да,Украина,0
968,54.636192,22.73258,Нестеров,СЗФО,ЖДПП,509472.0,2019,Число людей,Калининградский,установлен,да,Литовская Республика,0
969,50.338847,36.28717,Нехотеевка,ЦФО,АПП,3477739.0,2019,Число людей,Белгородский,установлен,да,Украина,4064640
970,60.9506,76.493705,Нижневартовск,УФО,ВПП,76744.0,2019,Число людей,Уральский,установлен,да,не применимо,1314000
971,55.564286,52.101209,Нижнекамск (Бегишево),ПФО,ВПП,108625.0,2019,Число людей,Волгоградский,установлен,да,не применимо,0
972,47.975056,132.671355,Нижнеленинское,ДФО,ЖДПП,0.0,2019,Число людей,Хабаровский,установлен,да,Китайская Народная Республика,0
973,47.961278,132.669774,Нижнеленинское,ДФО,СПП,40458.0,2019,Число людей,Хабаровский,установлен,да,Китайская Народная Республика,188250
974,42.669885,44.025982,Нижний Зарамаг,СКФО,АПП,1111464.0,2019,Число людей,Северо-Кавказский,установлен,да,Республика Южная Осетия,0
975,56.218867,43.790918,Нижний Новгород (Стригино),ПФО,ВПП,348133.0,2019,Число людей,Волгоградский,установлен,да,не применимо,6482400
976,53.003526,62.129645,Николаевка,УФО,АПП,134042.0,2019,Число людей,Уральский,установлен,да,Республика Казахстан,0
977,53.132536,140.721297,Николаевск-на-Амуре,ДФО,МПП,189.0,2019,Число людей,Хабаровский,установлен,да,не применимо,0
978,49.7947,39.245439,Новобелая,ЦФО,АПП,0.0,2019,Число людей,Белгородский,установлен,да,не применимо (ЛНР),0
979,53.806618,86.870822,Новокузнецк (Спиченково),СФО,ВПП,50679.0,2019,Число людей,Новосибирский,установлен,да,не применимо,0
980,44.720898,37.782973,Новороссийск,ЮФО,МПП,143800.0,2019,Число людей,Сочинский,установлен,да,не применимо,988000
981,55.009439,82.66736,Новосибирск (Толмачево),СФО,ВПП,1919905.0,2019,Число людей,Новосибирский,установлен,да,не применимо,11388000
982,41.708056,48.473279,Ново-Филя,СКФО,АПП,501662.0,2019,Число людей,Северо-Кавказский,установлен,да,Азербайджанская Республика,0
983,47.84551,39.760708,Новошахтинск,ЮФО,АПП,1420061.0,2019,Число людей,Ростовский,установлен,да,не применимо (ЛНР),0
984,52.116365,31.811135,Новые Юрковичи,ЦФО,АПП,532888.0,2019,Число людей,Брянский,установлен,да,Украина,1091350
985,69.326404,87.348495,Норильск (Алыкель),СФО,ВПП,0.0,2019,Число людей,Мурманский,установлен,нет,не применимо,0
986,54.159304,72.792108,Одесское,СФО,АПП,405381.0,2019,Число людей,Новосибирский,установлен,да,Республика Казахстан,0
987,51.216321,49.880509,Озинки,ПФО,АПП,836173.0,2019,Число людей,Волгоградский,установлен,да,Республика Казахстан,1051200
