,latitude,longitude,Наименование пункта пропуска,Федеральный округ,Вид,Количество,Год,Категория,Филиал,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство
11190,64.5496,30.665,Люття,СЗФО,ЖДПП,651518.0299999999,2022,Грузы в тоннах,Санкт-Петербургский,установлен,да,Финляндская Республика
11195,55.2213630695047,67.2304994999999,Макушино,УФО,ЖДПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11196,51.595588,79.437002,Малиновое Озеро,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11197,54.447689,19.898678,Мамоново,СЗФО,ЖДПП,1312802.210159,2022,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
11198,54.424393,20.074312,Мамоново (Гжехотки),СЗФО,АПП,218106.412714,2022,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
11199,54.439183,19.901304,Мамоново (Гроново),СЗФО,АПП,0.0,2022,Грузы в тоннах,Калининградский,установлен,да,Республика Польша
11200,52.319569,61.001741,Мариинский,УФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11201,45.550477,133.321171,Марково,ДФО,АПП,0.0,2022,Грузы в тоннах,Владивостокский,установлен,нет,Китайская Народная Республика
11204,42.681192,130.61768,Махалино,ДФО,ЖДПП,3383442.0,2022,Грузы в тоннах,Владивостокский,установлен,да,Китайская Народная Республика
11207,51.853502,50.896097,Маштаково,ПФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11209,50.807859,81.965854,Михайловка,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11211,51.636004,100.860313,Монды,ДФО,АПП,121.52,2022,Грузы в тоннах,Читинский,установлен,да,Монголия
11212,55.278507,20.963083,Морское,СЗФО,АПП,0.0,2022,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
11217,50.35,90.5,Мугур-Аксы,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,нет,Монголия
11222,50.388174,106.100215,Наушки,ДФО,ЖДПП,6002517.0,2022,Грузы в тоннах,Читинский,установлен,да,Монголия
11225,50.982706,81.519878,Неверовская,СФО,ЖДПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11226,53.7267000004649,73.8075000010431,Невольное,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11227,50.372308,36.850314,Нежеголь,ЦФО,ЖДПП,0.0,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11228,54.636192,22.73258,Нестеров,СЗФО,ЖДПП,8086480.470000001,2022,Грузы в тоннах,Калининградский,установлен,да,Литовская Республика
11229,50.338847,36.28717,Нехотеевка,ЦФО,АПП,128641.0,2022,Грузы в тоннах,Белгородский,установлен,да,Украина
11232,47.975056,132.671355,Нижнеленинское,ДФО,ЖДПП,78059.99,2022,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
11233,47.961278,132.669774,Нижнеленинское,ДФО,СПП,19349.925,2022,Грузы в тоннах,Хабаровский,установлен,да,Китайская Народная Республика
11234,42.669885,44.025982,Нижний Зарамаг,СКФО,АПП,142972.19,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,Республика Южная Осетия
11236,53.003526,62.129645,Николаевка,УФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11242,41.708056,48.473279,Ново-Филя,СКФО,АПП,0.0,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,Азербайджанская Республика
11244,52.116365,31.811135,Новые Юрковичи,ЦФО,АПП,207298.0,2022,Грузы в тоннах,Брянский,установлен,да,Украина
11246,54.159304,72.792108,Одесское,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11247,51.216321,49.880509,Озинки,ПФО,АПП,0.0,2022,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11248,51.194203,49.73407,Озинки,ПФО,ЖДПП,0.0,2022,Грузы в тоннах,Волгоградский,установлен,да,Республика Казахстан
11249,51.336732,119.873112,Олочи,ДФО,АПП,0.0,2022,Грузы в тоннах,Читинский,установлен,да,Китайская Народная Республика
11251,53.796579,75.051943,Ольховка,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11257,51.084344,58.475364,Орск,ПФО,АПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11259,51.086122,58.464716,Орск,ПФО,ЖДПП,0.0,2022,Грузы в тоннах,Уральский,установлен,да,Республика Казахстан
11262,53.401993,77.709242,Павловка,СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
11263,52.924229,78.268375,Павловка (Славгород),СФО,АПП,0.0,2022,Грузы в тоннах,Новосибирский,установлен,да,Республика Казахстан
