,latitude,longitude,Наименование пункта пропуска,Федеральный округ,Вид,Количество,Год,Категория,Филиал,Установлен / закрыт,Функционирует/не функционирует,Сопредельное государство,Количество по паспорту,Количество (Факт/Паспорт)
374,47.119011,39.417494,Азов,ЮФО,МПП,2964654.7,2022,Грузы в тоннах,Ростовский,установлен,да,не применимо,2685000.0,1.1
375,63.064571,179.366523,Беринговский,ДФО,МПП,959666.0,2022,Грузы в тоннах,Владивостокский,установлен,да,не применимо,309400.0,3.1
376,43.105749,131.877652,Владивосток,ДФО,МПП,28071877.7,2022,Грузы в тоннах,Владивостокский,установлен,да,не применимо,300000.0,93.57
377,42.727218,133.080673,Восточный,ДФО,МПП,80780515.105,2022,Грузы в тоннах,Владивостокский,установлен,да,не применимо,28400000.0,2.84
378,56.180887,92.482809,Красноярск (Емельяново),СФО,ВПП,14758.5,2022,Грузы в тоннах,Новосибирский,установлен,да,не применимо,14600.0,1.01
379,42.987707,47.508277,Махачкала,СКФО,МПП,4183832.264,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,не применимо,1204500.0,3.47
380,42.820784,47.655825,Махачкала (Уйташ),СКФО,ВПП,4132.531,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,не применимо,1095.0,3.77
381,68.97922,33.068085,Мурманск,СЗФО,МПП,37959526.037,2022,Грузы в тоннах,Мурманский,установлен,да,не применимо,25516785.0,1.49
382,44.720898,37.782973,Новороссийск,ЮФО,МПП,119440021.9679,2022,Грузы в тоннах,Сочинский,установлен,да,не применимо,169253.0,705.69
383,71.219395,72.047648,Сабетта,УФО,МПП,21181393.41,2022,Грузы в тоннах,Мурманский,установлен,да,не применимо,17849960.0,1.19
384,41.787765,48.54852,Тагиркент-Казмаляр,СКФО,АПП,677365.0,2022,Грузы в тоннах,Северо-Кавказский,установлен,да,Азербайджанская Республика,182500.0,3.71
385,45.321156,37.368688,Темрюк,ЮФО,МПП,4303646.0,2022,Грузы в тоннах,Сочинский,установлен,да,не применимо,2977670.0,1.45
386,49.161656,142.057986,Шахтерск,ДФО,МПП,10844631.74,2022,Грузы в тоннах,Владивостокский,установлен,да,не применимо,6999970.0,1.55
