Наименование пункта пропуска,Филиал,latitude,longitude,Федеральный округ,Вид,Количество,Год,Категория,Установлен / закрыт,Функционирует/не функционирует,Количество по паспорту,Количество (Факт/Паспорт),Сопредельное государство
Полтавка,Владивостокский,44.018064,131.252823,ДФО,АПП,23709,2020,Грузовые транспортные средства,установлен,да,0,0.0,Китайская Народная Республика
Полынный,Волгоградский,48.953911,46.789453,ЮФО,АПП,194,2020,Грузовые транспортные средства,установлен,да,0,0.0,Республика Казахстан
Посинь,Псковский,56.341761,28.248432,СЗФО,ЖДПП,0,2020,Грузовые транспортные средства,установлен,нет,0,0.0,Латвийская Республика
Поярково,Хабаровский,49.614111,128.680416,ДФО,СПП,1976,2020,Грузовые транспортные средства,установлен,да,0,0.0,Китайская Народная Республика
Псков,Псковский,57.814291,28.326674,СЗФО,РПП,0,2020,Грузовые транспортные средства,установлен,нет,0,0.0,Эстонская Республика
Пыталово,Псковский,57.0645000003278,27.9111000001431,СЗФО,ЖДПП,2066,2020,Грузовые транспортные средства,установлен,да,8030,0.26,Латвийская Республика
Рыбачий,Калининградский,55.1583999991417,20.8500000014901,СЗФО,РПП,0,2020,Грузовые транспортные средства,установлен,да,0,0.0,Литовская Республика
Сагарчин,Уральский,50.857938,56.142094,ПФО,АПП,188482,2020,Грузовые транспортные средства,установлен,да,0,0.0,Республика Казахстан
Салла,Мурманский,66.944902,29.038847,СЗФО,АПП,1510,2020,Грузовые транспортные средства,установлен,да,0,0.0,Финляндская Республика
Санкт-Петербург-Финляндский,Санкт-Петербургский,59.955817,30.356343,СЗФО,ЖДПП,0,2020,Грузовые транспортные средства,установлен,да,0,0.0,Финляндская Республика
